x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,avanza
0.4,66.0,3,3,0,40,3,5,1,3.81,73.7,3,3,5.7,4.1,68.0,1,,0
24.5,70.0,4,2,0,44,4,6,3,3.5,94.5,5,1,4.2,13.1,61.0,0,6.0,1
0.8,50.0,3,0,1,34,2,1,3,3.86,75.2,2,3,0.8,1.1,17.0,1,2.0,0
22.3,76.0,4,0,0,22,5,10,1,3.39,47.1,5,1,3.9,22.9,38.0,1,5.0,1
18.9,66.0,3,4,1,41,1,3,3,3.48,60.1,3,2,10.4,14.1,25.0,0,0.0,1
7.9,39.0,3,4,1,36,1,3,2,4.72,30.6,2,2,0.0,1.0,44.0,1,6.0,0
5.4,51.0,4,4,1,36,1,8,0,4.14,0.3,3,2,14.7,6.2,55.0,0,4.0,0
4.3,57.0,1,4,1,23,2,4,3,3.95,35.4,2,1,1.4,19.8,51.0,0,5.0,1
10.1,64.0,2,3,0,33,3,4,0,4.01,40.5,1,1,3.7,32.3,50.0,0,7.0,0
1.7,93.0,2,2,0,24,4,9,1,3.92,73.3,2,2,1.3,11.9,32.0,1,2.0,1
3.2,69.0,4,3,1,39,2,6,1,3.76,85.9,3,2,5.3,13.7,85.0,0,5.0,0
4.8,52.0,1,2,0,31,4,10,2,4.1,96.3,4,1,2.9,25.1,52.0,1,4.0,1
2.6,68.0,4,1,1,30,4,2,2,3.47,35.2,2,2,1.2,7.3,74.0,1,2.0,1
2.8,60.0,3,2,0,22,5,10,1,4.44,95.7,0,1,2.8,14.7,62.0,1,,0
2.0,70.0,1,3,0,44,2,3,1,3.85,79.9,2,1,1.7,10.3,59.0,1,2.0,0
4.2,74.0,3,2,0,33,2,4,0,4.12,3.1,2,0,1.1,14.2,59.0,1,5.0,1
9.5,83.0,2,2,1,36,2,2,0,4.43,59.5,2,1,,25.7,42.0,1,3.0,1
1.1,65.0,3,1,0,28,3,3,3,4.0,36.6,4,2,4.1,18.7,41.0,1,,0
13.6,90.0,3,3,0,22,3,2,2,3.48,3.4,0,3,0.6,1.6,48.0,0,4.0,1
5.8,79.0,3,1,0,30,3,5,1,4.29,53.2,6,2,10.6,32.3,48.0,0,5.0,1
8.7,54.0,1,0,0,32,2,2,0,4.48,58.5,5,2,0.0,1.0,13.0,1,5.0,0
4.1,98.0,3,2,0,38,4,2,1,3.02,25.2,3,1,1.3,17.0,50.0,1,7.0,1
7.6,70.0,4,4,0,32,3,10,1,3.76,94.0,3,1,1.7,4.0,59.0,1,3.0,1
0.1,52.0,3,0,1,29,3,7,2,3.92,61.0,1,1,,18.2,30.0,0,6.0,0
8.5,90.0,4,1,0,22,2,3,0,3.69,17.6,4,2,0.4,1.0,34.0,1,2.0,1
0.2,96.0,3,1,0,35,3,7,1,3.3,72.1,2,0,7.5,3.0,51.0,0,7.0,0
11.0,65.0,4,2,1,28,4,6,2,3.45,49.9,2,0,1.8,1.0,56.0,1,0.0,1
24.1,57.0,3,3,0,47,4,3,3,3.06,47.3,1,2,1.8,16.8,47.0,1,8.0,1
1.7,62.0,1,2,1,36,5,9,0,4.18,83.5,2,1,4.7,2.6,55.0,0,2.0,1
1.2,76.0,4,2,0,40,4,7,0,4.35,13.8,7,2,5.2,31.5,52.0,1,2.0,0
7.2,84.0,4,0,0,33,2,2,3,4.34,49.1,3,3,4.9,6.4,44.0,1,8.0,0
1.5,74.0,3,0,0,37,2,2,1,3.79,78.1,1,3,2.5,15.2,49.0,1,4.0,0
10.0,67.0,3,1,1,27,5,8,2,3.91,66.0,0,0,4.9,20.9,50.0,0,3.0,1
0.5,87.0,3,3,1,24,4,6,2,4.23,0.5,1,0,10.3,36.7,50.0,0,7.0,1
0.7,60.0,3,1,0,35,4,2,1,3.71,78.7,3,0,0.6,7.4,48.0,1,4.0,0
19.4,80.0,4,2,1,40,4,7,1,3.42,94.5,4,0,3.4,13.3,55.0,1,4.0,1
5.6,61.0,2,1,0,22,2,2,1,3.57,70.5,4,1,8.4,5.4,64.0,0,2.0,0
9.4,71.0,4,1,0,31,4,7,2,3.87,87.6,2,1,13.5,4.0,57.0,1,1.0,1
2.0,63.0,3,2,1,52,2,7,3,3.51,36.1,0,0,0.4,13.9,15.0,1,4.0,0
5.6,64.0,4,2,1,39,3,8,2,3.99,35.1,3,2,12.0,6.2,29.0,0,5.0,1
4.5,59.0,4,2,0,49,3,7,1,3.26,32.1,4,2,5.2,10.2,59.0,1,1.0,0
4.6,85.0,3,0,0,29,3,3,1,3.7,73.5,0,2,5.2,2.7,38.0,1,5.0,0
5.7,54.0,3,2,1,31,3,7,1,3.96,94.2,1,1,0.6,15.1,68.0,0,,0
4.3,54.0,4,0,1,44,3,6,3,3.85,88.5,2,1,3.4,41.8,28.0,0,2.0,1
2.8,97.0,3,3,0,41,3,8,3,3.51,15.0,2,2,1.8,9.3,62.0,0,7.0,1
1.6,80.0,3,1,1,34,3,8,1,4.09,62.6,0,3,3.5,8.8,37.0,0,4.0,0
7.3,29.0,3,1,0,24,2,2,1,3.9,99.6,4,1,5.3,23.1,67.0,0,8.0,0
1.3,57.0,2,3,1,45,4,6,2,3.0,29.5,2,1,0.8,2.0,39.0,0,2.0,0
5.9,38.0,4,3,1,58,4,4,1,3.98,63.5,3,2,0.7,6.0,35.0,1,7.0,0
1.3,51.0,2,1,1,22,3,4,2,3.63,90.7,6,3,1.8,2.3,51.0,0,5.0,1
4.9,18.0,4,1,1,48,4,5,1,3.59,90.0,1,3,4.1,9.5,28.0,1,0.0,0
6.9,63.0,3,1,0,31,3,5,1,,32.1,2,1,4.5,11.5,36.0,1,1.0,0
1.2,48.0,3,1,0,32,1,4,0,3.4,9.4,1,1,3.8,29.4,63.0,1,3.0,0
0.3,66.0,3,2,1,37,3,7,0,3.88,64.6,1,3,7.6,21.3,72.0,0,5.0,0
0.7,41.0,3,3,0,24,1,4,0,4.02,94.7,5,1,5.3,12.5,47.0,1,6.0,0
4.7,66.0,3,3,0,35,4,10,1,3.86,50.8,7,1,2.8,17.9,43.0,1,3.0,1
9.5,59.0,3,1,1,22,3,7,0,4.18,45.8,0,2,2.6,11.9,27.0,0,,0
0.2,88.0,3,4,0,39,2,9,1,4.03,86.4,2,2,6.4,10.2,60.0,0,3.0,0
6.6,86.0,4,3,0,55,3,7,0,3.0,42.5,2,3,8.6,1.0,43.0,0,6.0,1
2.1,77.0,3,2,0,29,5,9,1,3.43,68.1,1,2,7.6,1.0,32.0,1,,0
3.3,60.0,3,2,1,33,3,5,2,4.28,38.9,4,2,2.7,22.9,54.0,1,1.0,1
13.2,95.0,4,4,0,34,6,9,3,3.29,37.7,2,0,3.5,4.0,30.0,0,1.0,1
2.0,42.0,2,4,0,44,6,9,1,3.0,18.8,2,3,6.2,5.2,52.0,0,6.0,1
3.1,44.0,3,0,1,39,4,6,0,4.53,8.8,6,1,3.5,7.2,44.0,1,6.0,0
0.1,64.0,3,4,1,43,4,7,1,3.92,88.5,3,2,1.0,1.0,53.0,0,2.0,1
0.4,99.0,3,2,1,30,3,9,3,3.53,18.1,4,2,8.7,39.1,28.0,1,3.0,0
1.5,62.0,3,2,1,39,3,3,1,3.46,6.2,3,2,2.7,1.3,53.0,0,2.0,0
0.1,62.0,3,2,0,22,6,9,1,4.05,58.2,1,2,16.1,41.4,23.0,1,6.0,1
5.0,43.0,3,1,1,41,3,6,3,3.99,54.6,3,1,3.2,14.8,54.0,1,4.0,0
2.8,79.0,3,2,0,24,1,2,1,3.93,56.8,4,2,2.0,34.4,49.0,1,7.0,1
4.0,79.0,4,1,0,32,2,9,3,3.72,46.8,2,3,1.0,1.0,22.0,1,5.0,1
1.0,77.0,3,1,0,42,4,8,3,3.29,14.2,6,2,1.7,7.1,50.0,0,7.0,1
1.8,56.0,3,2,0,22,3,4,2,3.79,2.1,5,3,1.0,36.6,60.0,1,6.0,0
5.5,54.0,2,0,0,45,2,2,2,4.23,4.6,6,2,10.2,12.5,43.0,0,4.0,0
16.8,46.0,4,2,0,34,4,7,1,3.58,94.3,1,2,3.7,9.5,30.0,1,7.0,1
0.3,66.0,3,4,1,48,3,1,2,4.04,53.2,4,3,6.9,13.4,44.0,0,,0
11.1,49.0,3,2,0,27,3,5,1,3.64,40.0,1,1,0.9,2.5,16.0,1,4.0,0
4.3,47.0,5,1,1,22,2,2,1,4.12,41.1,1,1,0.3,16.4,55.0,1,3.0,0
4.1,59.0,3,1,1,35,2,6,0,3.41,65.2,6,2,2.2,3.9,61.0,0,4.0,0
3.5,58.0,3,3,1,40,2,5,1,3.81,37.7,3,1,11.0,4.0,43.0,1,5.0,0
0.4,57.0,3,1,0,41,3,4,2,3.98,79.6,8,0,0.5,10.9,46.0,1,4.0,1
0.5,72.0,2,0,1,25,4,8,1,3.53,26.0,5,1,6.2,1.0,67.0,0,5.0,0
4.6,66.0,4,1,1,22,4,9,1,3.95,36.7,3,1,0.2,1.0,73.0,1,4.0,0
2.1,61.0,1,4,1,32,2,3,1,3.79,93.5,8,2,0.7,1.0,61.0,1,2.0,0
12.5,68.0,3,4,0,40,5,5,2,3.78,26.0,5,2,5.2,17.5,35.0,0,6.0,1
2.6,50.0,1,4,0,39,2,5,1,3.53,66.2,2,2,0.9,1.0,69.0,0,4.0,0
0.8,67.0,4,3,0,49,2,2,2,4.2,36.5,1,3,,1.2,59.0,1,4.0,0
6.3,67.0,2,2,0,32,4,5,2,3.42,47.1,3,1,1.0,11.2,54.0,1,,1
1.7,42.0,3,3,1,22,2,1,3,3.91,4.5,3,1,5.3,7.7,55.0,1,1.0,1
3.7,80.0,3,3,1,46,4,5,2,3.46,16.7,2,3,3.0,5.5,66.0,0,5.0,1
6.0,52.0,3,2,0,37,1,2,3,3.77,10.2,1,2,3.2,5.3,22.0,0,6.0,0
11.5,66.0,3,1,0,38,1,4,1,4.06,84.5,2,2,2.1,23.6,48.0,1,2.0,0
7.9,82.0,3,1,0,42,4,1,1,3.68,96.2,3,2,0.6,1.0,33.0,1,7.0,1
5.6,79.0,3,2,0,46,2,4,2,3.0,6.8,3,1,1.0,31.3,56.0,1,5.0,1
5.7,66.0,3,5,1,35,1,5,0,3.26,7.7,3,2,0.8,3.2,38.0,1,3.0,0
14.6,60.0,3,1,1,46,3,1,3,3.0,55.2,6,1,4.9,8.0,96.0,0,8.0,1
1.8,79.0,3,2,0,40,3,7,1,3.83,50.4,4,1,7.5,37.8,61.0,1,6.0,0
0.0,75.0,3,1,0,29,4,3,2,3.8,65.1,2,3,1.1,12.2,33.0,1,1.0,0
1.6,56.0,5,1,1,33,4,7,2,3.66,73.7,3,1,0.8,3.5,64.0,1,4.0,0
1.2,53.0,3,3,0,41,4,5,0,3.55,79.7,5,0,1.2,48.5,44.0,1,5.0,0
5.4,34.0,2,4,1,29,2,3,2,3.89,14.9,2,1,11.2,20.2,51.0,1,3.0,0
5.0,67.0,3,1,1,43,3,4,2,3.22,3.8,3,1,1.0,4.5,48.0,1,4.0,1
4.5,64.0,4,1,1,36,4,3,3,4.18,88.9,3,3,4.7,11.0,23.0,1,5.0,1
0.1,82.0,1,1,0,38,1,1,1,3.83,47.0,4,0,0.5,9.7,41.0,0,4.0,0
6.5,70.0,3,3,0,48,3,8,2,,97.1,2,3,4.3,11.5,33.0,1,4.0,1
2.0,85.0,3,1,1,38,4,6,3,3.63,53.3,2,1,1.1,1.6,14.0,1,1.0,0
5.5,55.0,2,0,0,36,3,10,1,3.75,51.0,2,3,7.3,12.4,42.0,0,5.0,0
4.1,82.0,4,2,0,34,4,8,0,3.25,62.3,7,1,0.1,2.9,46.0,1,8.0,1
2.1,57.0,3,3,1,34,1,6,0,4.07,17.0,4,0,2.8,4.6,28.0,1,6.0,1
0.7,77.0,3,0,1,38,4,6,3,4.19,25.4,3,2,4.4,9.5,66.0,0,4.0,1
0.5,43.0,4,4,0,47,2,1,1,3.85,90.6,5,1,5.4,2.9,56.0,1,7.0,0
8.9,69.0,3,1,0,29,5,10,2,4.18,21.2,5,2,9.2,26.7,52.0,1,3.0,1
12.5,35.0,4,2,1,29,2,1,1,4.86,23.3,4,2,3.9,6.5,58.0,0,5.0,0
5.2,61.0,3,0,0,47,5,9,1,3.05,51.0,1,3,0.6,2.2,58.0,0,5.0,0
0.5,72.0,3,4,0,30,3,8,3,3.82,64.1,4,3,5.1,1.0,54.0,0,2.0,1
2.6,57.0,4,3,1,37,4,5,1,3.26,0.1,3,2,3.0,18.2,73.0,1,6.0,0
6.5,49.0,2,2,0,30,4,3,2,4.42,45.7,2,1,0.4,21.1,19.0,0,3.0,0
7.6,78.0,4,2,0,22,1,2,1,3.9,39.9,7,1,0.6,1.0,58.0,1,8.0,1
0.6,63.0,3,0,0,37,2,9,1,3.52,86.6,8,0,7.0,9.4,44.0,0,3.0,0
0.0,58.0,2,0,0,45,5,10,2,3.7,84.0,2,1,3.3,12.7,71.0,1,0.0,0
6.2,66.0,3,4,1,34,3,7,1,4.33,90.6,1,3,,28.7,56.0,0,3.0,1
2.2,100.0,2,1,1,22,4,9,2,3.98,84.2,7,1,,1.0,48.0,1,2.0,0
1.5,82.0,3,4,1,36,2,1,0,4.03,78.7,4,2,3.5,5.1,72.0,1,4.0,1
0.1,82.0,3,2,1,28,4,4,3,,85.9,3,3,0.7,1.5,47.0,1,6.0,1
3.9,72.0,5,0,1,22,1,2,2,4.18,17.5,4,0,2.4,6.7,56.0,1,2.0,0
9.5,67.0,2,0,0,34,4,1,2,4.25,34.1,3,2,10.6,5.6,41.0,0,7.0,1
15.8,29.0,3,2,0,40,3,4,0,3.75,68.4,5,2,5.6,10.9,52.0,0,2.0,0
4.2,55.0,3,1,1,46,3,2,1,3.0,92.3,2,3,2.0,13.5,81.0,1,3.0,0
3.6,58.0,3,2,0,51,2,3,0,3.84,66.7,1,0,0.0,40.1,63.0,0,,0
0.4,37.0,3,1,0,41,4,1,1,3.53,20.8,2,2,1.0,2.1,56.0,0,3.0,0
4.0,48.0,3,3,0,43,3,4,1,4.12,94.5,3,2,0.8,19.3,29.0,0,6.0,1
2.4,35.0,4,1,1,23,3,8,3,,76.0,5,2,1.9,22.5,85.0,1,5.0,0
4.7,64.0,4,2,0,50,4,3,3,4.13,71.7,4,2,8.6,10.0,32.0,0,5.0,1
2.5,77.0,2,2,1,46,2,1,2,3.88,76.3,1,2,0.8,18.6,51.0,1,1.0,0
1.4,82.0,3,2,0,32,5,6,2,3.94,65.9,0,2,0.2,5.2,57.0,0,8.0,1
0.5,71.0,3,1,1,41,4,8,1,4.05,2.2,4,3,0.6,1.0,59.0,1,5.0,1
1.9,51.0,3,1,0,40,3,6,0,3.79,25.4,4,1,2.4,2.0,39.0,0,4.0,0
0.5,36.0,2,3,1,48,2,3,3,3.67,95.7,3,1,0.3,2.2,60.0,1,0.0,0
1.0,39.0,3,2,0,34,4,1,2,4.25,28.9,1,0,3.3,25.0,32.0,1,5.0,0
21.8,46.0,3,2,0,28,1,3,2,4.04,77.2,1,0,1.3,38.0,75.0,0,4.0,1
2.9,52.0,3,3,1,31,4,4,3,4.08,42.4,5,3,1.9,6.2,31.0,0,2.0,1
3.8,63.0,4,1,0,43,3,4,3,3.77,90.8,4,2,0.7,12.8,42.0,0,3.0,0
10.3,50.0,3,3,0,22,2,3,1,,55.8,5,3,5.5,4.3,59.0,0,6.0,1
25.0,70.0,1,1,1,22,2,6,1,3.79,63.2,3,3,1.9,7.1,47.0,1,0.0,1
4.4,62.0,2,1,0,43,6,5,3,3.1,24.0,4,1,0.5,11.6,73.0,0,5.0,0
8.4,65.0,4,2,1,37,4,7,2,3.25,5.8,5,2,1.8,23.3,69.0,1,2.0,1
2.0,82.0,5,1,0,35,2,1,3,3.75,75.7,3,1,16.4,6.7,57.0,1,3.0,0
1.8,47.0,3,3,0,23,6,7,1,3.05,6.8,4,3,5.0,14.4,39.0,0,,0
2.6,71.0,3,1,1,22,2,2,1,3.76,72.2,0,2,8.1,3.4,48.0,0,4.0,0
5.6,65.0,4,2,1,29,4,9,1,3.44,55.5,1,0,,4.8,28.0,1,0.0,0
5.7,60.0,3,1,0,38,4,3,1,3.77,82.0,1,1,3.2,3.0,37.0,1,6.0,0
1.9,78.0,4,1,1,30,4,6,3,3.87,20.6,8,2,3.3,24.0,46.0,0,6.0,1
0.7,78.0,4,3,1,43,3,3,2,,54.2,2,1,9.5,1.5,63.0,1,1.0,0
5.0,51.0,3,4,1,26,3,5,3,3.93,61.4,3,2,8.3,17.6,56.0,0,3.0,1
0.7,62.0,3,2,0,30,4,5,1,3.62,7.4,4,1,5.0,12.0,46.0,0,7.0,0
4.3,69.0,2,3,0,41,3,1,0,3.0,73.9,3,2,6.9,12.6,39.0,0,3.0,0
5.9,61.0,3,3,0,32,1,5,0,3.62,38.9,6,0,5.4,25.1,61.0,1,5.0,0
6.0,74.0,4,2,0,32,4,8,1,3.95,12.9,1,2,1.5,9.1,41.0,1,7.0,1
7.0,69.0,4,2,0,29,4,4,2,3.64,38.7,3,1,0.5,1.0,60.0,0,4.0,1
10.3,92.0,3,3,0,28,3,6,0,3.61,9.8,3,2,5.1,32.1,58.0,1,2.0,1
3.5,42.0,3,2,1,38,3,4,1,3.86,88.8,3,2,9.4,4.9,66.0,1,5.0,0
6.6,63.0,2,1,1,39,3,7,2,3.61,45.7,3,1,15.4,1.0,37.0,1,9.0,1
4.8,51.0,2,6,0,37,4,7,0,3.69,13.8,3,3,0.2,9.1,43.0,1,3.0,0
1.0,74.0,3,2,1,29,4,2,0,3.27,25.2,3,0,4.1,5.3,50.0,1,7.0,1
0.1,41.0,3,2,1,33,4,8,2,3.59,72.5,3,1,3.8,29.1,45.0,1,5.0,0
1.7,70.0,3,1,0,49,4,3,2,,78.6,5,0,1.8,8.6,40.0,1,3.0,0
2.9,56.0,1,0,0,22,4,3,3,3.87,4.1,3,1,,1.0,40.0,1,5.0,0
4.8,54.0,5,2,0,52,2,4,2,3.91,6.0,2,0,2.4,3.3,31.0,1,4.0,0
9.5,43.0,3,2,1,36,2,1,3,3.54,91.7,1,1,,3.0,38.0,1,1.0,0
1.1,58.0,4,2,0,33,4,2,1,3.64,33.1,3,1,1.4,17.3,60.0,1,2.0,1
0.7,81.0,3,2,0,44,1,2,1,3.71,19.3,2,2,0.8,1.0,63.0,1,4.0,0
16.5,65.0,2,1,0,22,6,10,3,4.15,12.3,2,0,4.5,4.7,54.0,0,2.0,1
0.6,74.0,4,7,1,47,5,5,3,4.28,47.6,2,2,1.3,13.3,46.0,0,6.0,1
3.3,90.0,3,4,1,52,3,4,2,3.62,77.1,3,1,0.2,11.4,48.0,1,6.0,0
4.4,69.0,3,3,0,45,3,4,2,3.79,52.1,0,1,6.5,12.5,71.0,1,6.0,0
3.9,57.0,3,4,0,22,3,4,0,3.71,2.1,5,1,1.6,9.8,63.0,1,6.0,1
0.4,72.0,2,2,1,42,4,7,1,,48.4,1,2,19.6,2.3,11.0,0,4.0,0
0.3,57.0,3,2,1,50,4,5,0,3.99,31.2,4,2,1.5,13.5,37.0,1,4.0,1
0.6,57.0,4,0,1,49,1,5,0,3.76,68.3,6,1,3.2,36.2,42.0,1,7.0,0
4.4,42.0,2,5,1,22,4,6,2,4.2,52.4,1,3,0.7,1.0,73.0,0,2.0,0
3.9,79.0,3,1,0,44,4,4,0,4.01,96.5,1,2,3.0,5.4,59.0,0,5.0,1
1.3,59.0,4,3,0,51,1,3,1,3.49,59.8,1,1,,4.1,28.0,0,2.0,1
5.1,68.0,3,3,1,35,3,7,3,3.8,63.2,5,0,4.6,1.9,60.0,1,,1
8.6,49.0,3,1,0,22,3,5,1,3.73,52.0,3,2,0.1,3.7,93.0,1,6.0,0
0.2,72.0,3,0,0,42,2,6,0,3.4,31.1,3,2,4.8,1.0,62.0,1,6.0,0
3.4,54.0,3,1,0,44,2,7,2,3.71,63.1,1,0,2.9,12.4,37.0,1,1.0,0
5.8,63.0,3,0,0,34,1,4,3,4.26,33.3,1,3,1.9,11.4,73.0,0,4.0,0
1.5,78.0,3,2,0,24,5,10,1,4.24,71.7,5,1,0.3,8.4,55.0,1,3.0,0
1.8,77.0,1,0,1,44,1,3,3,4.17,23.7,4,1,0.3,4.5,40.0,1,5.0,1
4.8,65.0,3,0,0,28,3,1,1,4.11,36.8,5,2,6.3,44.9,51.0,0,2.0,0
11.4,38.0,3,3,0,39,2,3,2,3.88,58.4,5,1,5.4,11.6,46.0,0,3.0,1
8.3,100.0,3,2,0,49,4,3,0,3.56,62.8,7,2,2.5,26.2,39.0,1,2.0,1
4.4,91.0,3,2,1,22,4,4,1,4.03,66.9,6,1,0.0,4.4,32.0,1,6.0,1
6.6,76.0,3,2,1,43,4,5,2,3.14,70.0,3,0,6.7,16.9,41.0,1,5.0,1
2.3,54.0,1,3,0,33,4,4,2,3.53,31.8,4,2,,1.0,49.0,0,7.0,0
5.1,63.0,4,1,0,33,3,4,2,4.24,89.3,2,1,0.3,13.6,62.0,0,2.0,0
3.1,57.0,3,2,1,40,3,5,3,3.6,3.0,2,1,1.3,16.5,31.0,0,4.0,1
1.1,84.0,3,0,0,28,4,4,0,4.06,18.8,4,2,0.3,3.8,29.0,0,2.0,1
6.0,69.0,2,0,1,24,2,1,2,3.65,7.0,3,1,8.2,50.0,52.0,0,2.0,0
4.1,53.0,2,5,1,22,4,7,0,4.02,67.2,2,3,2.8,8.3,45.0,1,3.0,1
2.2,58.0,3,2,0,46,2,2,1,3.18,27.4,3,2,1.9,5.5,44.0,1,2.0,0
12.1,82.0,4,1,1,32,5,10,2,4.31,19.9,4,2,4.0,2.5,36.0,1,6.0,1
0.1,89.0,4,1,0,40,3,9,0,3.35,48.1,4,1,5.5,2.0,37.0,1,4.0,0
1.9,88.0,4,0,0,31,3,7,0,3.26,61.9,3,1,4.2,2.8,33.0,1,5.0,1
0.3,76.0,4,2,0,25,3,4,3,,61.9,2,1,7.1,9.2,23.0,1,4.0,1
7.3,61.0,4,1,1,41,4,7,1,3.8,55.7,3,2,3.6,9.2,55.0,1,4.0,1
6.1,16.0,3,1,0,38,3,3,1,3.68,99.2,1,2,0.0,9.1,57.0,1,,0
2.0,69.0,3,4,0,33,3,6,2,4.43,86.0,4,2,0.6,23.6,75.0,1,1.0,0
5.6,65.0,4,2,0,38,2,3,1,4.09,23.9,2,2,8.1,1.0,59.0,1,9.0,0
2.5,67.0,3,1,1,26,2,4,0,3.62,75.9,3,3,0.5,3.7,49.0,1,3.0,0
7.1,66.0,3,1,0,45,2,5,1,3.75,56.9,3,1,3.9,26.0,57.0,1,4.0,1
3.0,45.0,3,1,0,47,1,3,0,4.23,7.1,2,2,0.9,1.3,44.0,1,4.0,0
2.7,73.0,3,3,1,42,5,9,3,3.41,5.0,4,3,12.9,2.6,37.0,1,3.0,1
13.6,74.0,3,3,1,32,4,3,3,4.38,80.0,2,0,,4.7,60.0,1,5.0,1
1.4,75.0,2,0,1,36,2,3,1,3.62,54.5,1,0,1.8,20.1,55.0,0,4.0,1
0.6,79.0,3,2,0,49,1,3,1,3.45,57.1,4,2,5.9,10.5,31.0,1,6.0,1
4.4,74.0,4,2,1,47,3,5,1,4.23,33.6,2,1,4.3,9.7,49.0,1,2.0,1
17.4,59.0,3,1,0,53,3,5,0,4.09,93.0,5,0,1.6,31.1,38.0,1,2.0,0
2.4,64.0,4,1,0,28,4,4,1,3.09,71.3,5,0,,8.0,64.0,1,6.0,0
0.3,66.0,2,0,1,27,3,4,0,,92.8,2,1,15.6,35.3,44.0,0,2.0,0
2.1,67.0,2,0,1,36,5,9,2,3.36,9.9,5,0,0.6,1.7,76.0,1,2.0,0
3.5,80.0,3,2,1,39,1,3,1,4.12,58.4,4,1,1.1,6.1,68.0,1,1.0,0
0.9,75.0,3,3,1,34,3,1,2,4.49,63.8,1,0,2.4,20.7,34.0,1,5.0,1
5.4,96.0,3,1,1,31,5,2,0,4.02,12.6,3,2,1.5,2.0,40.0,0,2.0,1
25.0,98.0,4,2,0,46,1,3,2,3.5,34.6,4,2,1.5,2.3,60.0,0,5.0,1
3.0,66.0,4,2,1,34,3,8,0,4.16,21.5,5,2,2.2,5.8,51.0,1,,1
2.2,7.0,4,2,0,24,2,1,3,3.78,98.4,3,3,6.2,31.7,46.0,0,4.0,0
2.6,84.0,3,1,1,25,3,5,2,3.77,54.3,4,0,1.8,2.4,51.0,1,2.0,1
0.6,57.0,3,3,0,37,2,6,0,3.61,31.5,6,1,1.2,37.4,48.0,0,5.0,0
10.7,53.0,3,0,0,62,5,1,1,3.84,66.4,1,3,3.2,13.4,65.0,1,7.0,0
2.7,59.0,2,3,1,26,5,7,0,3.77,66.0,2,0,8.2,7.6,46.0,1,4.0,1
2.4,58.0,3,2,0,32,4,9,2,3.0,34.7,2,2,4.8,1.0,57.0,1,6.0,0
5.4,74.0,3,1,1,57,3,2,0,3.81,99.4,3,1,1.7,8.9,57.0,1,3.0,0
2.9,42.0,3,1,1,31,6,9,1,3.74,80.9,2,2,14.3,6.4,69.0,1,7.0,1
5.2,49.0,2,2,0,39,4,5,1,3.94,40.0,8,3,4.7,18.8,49.0,1,3.0,0
0.3,70.0,1,1,1,52,3,3,2,3.0,66.0,2,2,0.6,9.8,52.0,0,4.0,1
8.4,74.0,3,2,1,26,1,1,1,4.0,71.1,3,1,4.7,43.7,56.0,1,3.0,1
14.1,75.0,3,3,1,32,4,5,3,3.81,17.4,2,2,9.4,1.4,40.0,0,3.0,1
5.2,53.0,3,1,1,31,4,7,3,4.0,87.8,6,0,2.6,29.6,48.0,1,6.0,1
15.5,50.0,3,2,0,22,2,1,3,3.15,82.6,5,3,5.2,5.7,36.0,0,5.0,1
0.8,57.0,2,3,0,49,3,7,1,3.31,75.6,7,1,0.7,8.5,60.0,1,5.0,0
3.2,69.0,3,3,0,30,6,9,2,3.05,22.3,2,3,0.5,23.0,74.0,0,,0
4.6,87.0,2,4,0,27,3,4,1,3.86,13.6,2,2,4.0,13.9,21.0,1,5.0,1
4.4,34.0,4,1,1,31,3,6,1,3.66,18.1,1,1,2.0,35.1,65.0,1,,0
2.6,62.0,3,2,0,43,5,5,3,3.74,9.3,2,2,2.5,50.0,49.0,1,2.0,0
2.1,45.0,3,3,1,36,2,3,0,3.24,94.0,7,1,1.5,12.3,69.0,0,5.0,0
0.7,40.0,3,1,1,28,5,9,1,3.32,85.1,1,2,2.4,9.8,54.0,1,2.0,0
2.5,80.0,5,0,0,39,4,5,2,3.0,9.1,4,2,0.4,3.5,65.0,1,5.0,1
0.9,73.0,3,0,0,42,3,4,0,3.26,67.8,3,2,0.5,3.9,48.0,0,2.0,0
6.6,72.0,4,0,1,35,1,4,3,3.54,24.6,2,1,2.3,3.5,51.0,1,2.0,1
1.2,79.0,3,0,1,33,1,4,1,3.56,1.7,2,3,2.4,18.4,64.0,0,4.0,0
0.3,58.0,3,4,1,44,3,6,2,3.77,29.2,2,1,8.2,11.5,87.0,0,4.0,0
4.0,59.0,4,1,0,33,4,9,3,4.1,44.0,1,1,,16.0,42.0,1,,1
4.5,98.0,3,2,0,49,3,10,2,3.52,2.0,3,2,4.5,20.3,52.0,1,1.0,0
10.3,61.0,3,0,1,28,4,6,3,4.0,32.4,4,2,1.4,26.9,39.0,1,5.0,1
4.3,76.0,3,3,0,28,4,4,0,4.11,70.0,2,3,1.5,1.9,46.0,1,3.0,1
2.1,65.0,3,0,1,27,3,8,1,4.26,22.8,2,0,,25.0,42.0,1,2.0,0
8.1,37.0,3,1,0,33,6,4,2,4.0,48.5,4,1,3.3,12.5,35.0,1,8.0,1
3.9,34.0,3,0,1,35,4,5,2,3.83,88.8,2,1,1.9,30.0,58.0,0,5.0,0
0.4,56.0,3,0,0,23,5,9,0,3.37,2.8,3,3,2.6,31.7,53.0,1,6.0,0
